repo_owner,repo_name,Number of Components,vulnerability-proneness-all,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,vp-category-equalfreq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,commit_count,issue_count,network_count,subscribers_count,languages,lang_javascript,lang_typescript,lang_shell,lang_dockerfile,lang_python,lang_mustache,lang_handlebars,lang_html,lang_kotlin,lang_powershell,lang_makefile,lang_smarty,lang_cmake,lang_cplusplus,lang_ruby,lang_vue,lang_css,lang_swift,lang_rust,lang_hcl,lang_batchfile,lang_c#,lang_dart,lang_julia,lang_odin,lang_java,lang_nix,lang_objective_c,lang_jinja,lang_nunjucks,lang_jq,lang_php,lang_agda,lang_lua,dependencies_json,dep_count,dep_error,cat_api management,cat_chat,cat_code quality,cat_code review,cat_container ci,cat_continuous integration,cat_dependency management,cat_deployment,cat_game ci,cat_localization,cat_mobile,cat_mobile ci,cat_monitoring,cat_project management,cat_publishing,cat_security,cat_support,cat_testing,cat_utilities
fjogeleit,yaml-update-action,58,5.0,3,27,48,5,148,11,3978,30,6,30,2,3978000,1,Update YAML property with dynamic values,TypeScript,MIT License,False,False,148.0,854,590.0,49.0,5.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""fjogeleit/yaml-update-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@octokit/rest"", ""version"": ""~19.0.7"", ""type"": ""production""}, {""name"": ""jsonpath"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@types/js-yaml"", ""version"": ""^4.0.5"", ""type"": ""development""}, {""name"": ""@types/jsonpath"", ""version"": ""^0.2.0"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.11"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.11.10"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^6.19.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^6.19.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.56.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.10.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^27.6.3"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsonc"", ""version"": ""^2.13.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.1.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.2.4"", ""type"": ""development""}, {""name"": ""prettier-eslint"", ""version"": ""^16.3.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.3.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 22, ""error"": null}}",22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
forcedotcom,run-code-analyzer,150,10.0,5,3,3,5,45,3,2360,30,4,30,3,2360000,2,GitHub Action to run Salesforce Code Analyzer,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License",True,True,47.0,48,65.0,3.0,5.0,"['TypeScript', 'Shell']",,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""forcedotcom/run-code-analyzer"", ""dependencies"": [{""name"": ""@actions/artifact"", ""version"": ""^2.2.1"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""^7.6.3"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.14"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.10.9"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^8.21.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^8.21.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^5.1.5"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.11.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsonc"", ""version"": ""^2.18.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.2.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}, {""name"": ""prettier-eslint"", ""version"": ""^16.3.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 21, ""error"": null}}",21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fpicalausa,remove-stale-branches,28,3.0,7,16,11,3,20,8,2290,30,15,17,3,2290000,1,Github action to remove stale branches,TypeScript,MIT License,False,True,22.0,94,40.0,13.0,3.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""fpicalausa/remove-stale-branches"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""date-fns"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.14.10"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.7.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.2"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.6.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 11, ""error"": null}}",11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
frictionlessdata,frictionless-ci,5,0.0,3,2,12,10,39,8,3794,30,14,18,2,3794000,0,Data management service that brings continuous data validation to tabular data in your repository via Github Action,JavaScript,MIT License,False,False,39.0,206,56.0,12.0,10.0,"['JavaScript', 'Makefile', 'Dockerfile']",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""frictionlessdata/frictionless-ci"", ""dependencies"": [{""name"": ""@actions/artifact"", ""version"": ""^0.5.1"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.2.7"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.0.4"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.0.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.0"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^1.6.1"", ""type"": ""production""}, {""name"": ""@types/js-yaml"", ""version"": ""^4.0.1"", ""type"": ""production""}, {""name"": ""fs-extra"", ""version"": ""^10.0.0"", ""type"": ""production""}, {""name"": ""globby"", ""version"": ""^11.0.3"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""eslint"", ""version"": ""^7.26.0"", ""type"": ""development""}, {""name"": ""eslint-config-standard"", ""version"": ""^16.0.3"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.23.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-node"", ""version"": ""^11.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-promise"", ""version"": ""^5.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-standard"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^26.6.3"", ""type"": ""development""}, {""name"": ""jszip"", ""version"": ""^3.6.0"", ""type"": ""development""}, {""name"": ""node-fetch"", ""version"": ""^2.6.1"", ""type"": ""development""}, {""name"": ""npm-check-updates"", ""version"": ""^11.5.13"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^2.3.0"", ""type"": ""development""}, {""name"": ""tmp-promise"", ""version"": ""^3.0.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 22, ""error"": null}}",22,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fwilhe2,setup-kotlin,489,2.0,7,21,7,2,31,5,4708,30,2,30,2,4708000,0,Setup the Kotlin™ cli compiler in GitHub Actions,TypeScript,MIT License,False,True,31.0,255,497.0,7.0,2.0,"['TypeScript', 'Dockerfile', 'JavaScript']",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""fwilhe2/setup-kotlin"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.9.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.2"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""20"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^8.12.2"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.51.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.10.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.11.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.2.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^28.1.1"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^28.0.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.1.6"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 15, ""error"": null}}",15,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gabrielfalcao,pyenv-action,35,6.0,16,18,20,4,39,7,1999,30,22,30,13,1999000,1,Enables pyenv within your github actions workflow,TypeScript,MIT License,False,False,40.0,315,458.0,20.0,4.0,"['TypeScript', 'Makefile', 'JavaScript']",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""gabrielfalcao/pyenv-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""6.0.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""1.1.3"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""2.0.1"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""7.6.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.5.3"", ""type"": ""development""}, {""name"": ""@types/js-yaml"", ""version"": ""4.0.9"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""20.12.12"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""7.5.8"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""8.17.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""8.17.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""9.16.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""5.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.2.5"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.7.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 20, ""error"": null}}",20,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gagoar,codeowners-generator,97,2.0,6,7,10,5,57,15,1449,30,12,30,4,1449000,0,CODEOWNERS solution for mono repos,TypeScript,MIT License,False,True,58.0,340,409.0,10.0,5.0,"['TypeScript', 'JavaScript', 'HTML', 'Shell']",1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""gagoar/codeowners-generator"", ""dependencies"": [{""name"": ""commander"", ""version"": ""7.2.0"", ""type"": ""production""}, {""name"": ""common-tags"", ""version"": ""1.8.2"", ""type"": ""production""}, {""name"": ""cosmiconfig"", ""version"": ""7.1.0"", ""type"": ""production""}, {""name"": ""debug"", ""version"": ""4.3.4"", ""type"": ""production""}, {""name"": ""fast-glob"", ""version"": ""3.2.12"", ""type"": ""production""}, {""name"": ""ignore"", ""version"": ""5.2.4"", ""type"": ""production""}, {""name"": ""is-glob"", ""version"": ""4.0.3"", ""type"": ""production""}, {""name"": ""lodash.groupby"", ""version"": ""4.6.0"", ""type"": ""production""}, {""name"": ""ora"", ""version"": ""5.4.1"", ""type"": ""production""}, {""name"": ""@swc/core"", ""version"": ""^1.3.41"", ""type"": ""development""}, {""name"": ""@swc/jest"", ""version"": ""^0.2.24"", ""type"": ""development""}, {""name"": ""@types/common-tags"", ""version"": ""1.8.4"", ""type"": ""development""}, {""name"": ""@types/debug"", ""version"": ""4.1.12"", ""type"": ""development""}, {""name"": ""@types/is-glob"", ""version"": ""4.0.2"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""29.5.8"", ""type"": ""development""}, {""name"": ""@types/lodash.groupby"", ""version"": ""4.6.7"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""16.18.61"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""6.10.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""6.10.0"", ""type"": ""development""}, {""name"": ""esbuild"", ""version"": ""0.14.53"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.53.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.0.0"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""8.0.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.0.0"", ""type"": ""development""}, {""name"": ""jest-mock-process"", ""version"": ""^2.0.0"", ""type"": ""development""}, {""name"": ""lint-staged"", ""version"": ""13.0.3"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.7.1"", ""type"": ""development""}, {""name"": ""tslib"", ""version"": ""2.4.0"", ""type"": ""development""}, {""name"": ""tsx"", ""version"": ""^3.12.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.7.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 30, ""error"": null}}",30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
game-ci,unity-builder,922,27.0,19,30,269,16,883,30,89242,30,78,30,15,89242000,2,Build Unity projects for different platforms,TypeScript,MIT License,False,True,888.0,448,679.0,272.0,16.0,"['TypeScript', 'JavaScript', 'Batchfile', 'Shell']",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"{""repository"": ""game-ci/unity-builder"", ""dependencies"": [{""name"": ""@actions/cache"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@kubernetes/client-node"", ""version"": ""^0.16.3"", ""type"": ""production""}, {""name"": ""@octokit/core"", ""version"": ""^5.1.0"", ""type"": ""production""}, {""name"": ""async-wait-until"", ""version"": ""^2.0.12"", ""type"": ""production""}, {""name"": ""aws-sdk"", ""version"": ""^2.1081.0"", ""type"": ""production""}, {""name"": ""base-64"", ""version"": ""^1.0.0"", ""type"": ""production""}, {""name"": ""commander"", ""version"": ""^9.0.0"", ""type"": ""production""}, {""name"": ""commander-ts"", ""version"": ""^0.2.0"", ""type"": ""production""}, {""name"": ""kubernetes-client"", ""version"": ""^9.0.0"", ""type"": ""production""}, {""name"": ""md5"", ""version"": ""^2.3.0"", ""type"": ""production""}, {""name"": ""nanoid"", ""version"": ""^3.3.1"", ""type"": ""production""}, {""name"": ""reflect-metadata"", ""version"": ""^0.1.13"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""^7.5.2"", ""type"": ""production""}, {""name"": ""ts-md5"", ""version"": ""^1.3.1"", ""type"": ""production""}, {""name"": ""unity-changeset"", ""version"": ""^2.0.0"", ""type"": ""production""}, {""name"": ""uuid"", ""version"": ""^9.0.0"", ""type"": ""production""}, {""name"": ""yaml"", ""version"": ""^2.2.2"", ""type"": ""production""}, {""name"": ""@types/base-64"", ""version"": ""^1.0.0"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^27.4.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^17.0.23"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.3.9"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""^9.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""4.8.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""development""}, {""name"": ""cross-env"", ""version"": ""^7.0.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^7.23.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""8.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.1.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""24.1.3"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^3.3.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-unicorn"", ""version"": ""28.0.2"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.5.1"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^27.5.1"", ""type"": ""development""}, {""name"": ""jest-fail-on-console"", ""version"": ""^3.0.2"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""lefthook"", ""version"": ""^1.6.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^2.5.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.1.3"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""10.8.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.7.4"", ""type"": ""development""}, {""name"": ""yarn-audit-fix"", ""version"": ""^9.3.8"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 44, ""error"": null}}",44,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gautamkrishnar,keepalive-workflow,83,5.0,2,27,28,3,191,16,701,30,0,23,0,701000,1,GitHub action to prevent GitHub from suspending your cronjob based triggers due to repository inactivity ,JavaScript,GNU General Public License v3.0,False,True,194.0,128,45.0,29.0,4.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""gautamkrishnar/keepalive-workflow"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@octokit/rest"", ""version"": ""^20.0.2"", ""type"": ""production""}, {""name"": ""esbuild"", ""version"": ""^0.25.0"", ""type"": ""development""}, {""name"": ""jshint"", ""version"": ""^2.12.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 4, ""error"": null}}",4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
getong,mariadb-action,249,25.0,1,12,9,3,25,6,34,17,2,11,0,34000,2,GitHub Action to setup a MariaDB database,TypeScript,MIT License,False,False,25.0,44,17.0,62.0,3.0,"['TypeScript', 'Shell', 'Dockerfile']",,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""getong/mariadb-action"", ""dependencies"": [{""name"": ""lodash"", ""version"": ""^4.17.15"", ""type"": ""production""}, {""name"": ""mysql"", ""version"": ""^2.17.1"", ""type"": ""production""}, {""name"": ""@types/chai"", ""version"": ""^4.2.3"", ""type"": ""development""}, {""name"": ""@types/lodash"", ""version"": ""^4.14.142"", ""type"": ""development""}, {""name"": ""@types/mocha"", ""version"": ""^5.2.7"", ""type"": ""development""}, {""name"": ""@types/mysql"", ""version"": ""^2.15.7"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^2.3.3"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^2.3.3"", ""type"": ""development""}, {""name"": ""chai"", ""version"": ""^4.2.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^6.5.1"", ""type"": ""development""}, {""name"": ""eslint-config-airbnb-base"", ""version"": ""^14.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.18.2"", ""type"": ""development""}, {""name"": ""mocha"", ""version"": ""^6.2.1"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^8.4.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^3.6.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 15, ""error"": null}}",15,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
