repo_owner,repo_name,Number of Components,vulnerability-proneness-all,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,vp-category-equalfreq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,commit_count,issue_count,network_count,subscribers_count,languages,lang_javascript,lang_typescript,lang_shell,lang_dockerfile,lang_python,lang_mustache,lang_handlebars,lang_html,lang_kotlin,lang_powershell,lang_makefile,lang_smarty,lang_cmake,lang_cplusplus,lang_ruby,lang_vue,lang_css,lang_swift,lang_rust,lang_hcl,lang_batchfile,lang_c#,lang_dart,lang_julia,lang_odin,lang_java,lang_nix,lang_objective_c,lang_jinja,lang_nunjucks,lang_jq,lang_php,lang_agda,lang_lua,dependencies_json,dep_count,dep_error,cat_api management,cat_chat,cat_code quality,cat_code review,cat_container ci,cat_continuous integration,cat_dependency management,cat_deployment,cat_game ci,cat_localization,cat_mobile,cat_mobile ci,cat_monitoring,cat_project management,cat_publishing,cat_security,cat_support,cat_testing,cat_utilities
dlemstra,code-sign-action,9,2.0,1,1,67,2,32,9,243,22,0,15,0,243000,0,Action that signs libraries with a code signing certificate. ,TypeScript,Other,False,True,32.0,103,22.0,67.0,2.0,"['TypeScript', 'Batchfile', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"{""repository"": ""dlemstra/code-sign-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.10.1"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""20.11.30"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""7.3.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""7.3.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.57.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.4.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 7, ""error"": null}}",7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
docker,setup-buildx-action,709,4.0,3,30,171,17,1041,11,27403,30,13,30,0,27403000,1,GitHub Action to set up Docker Buildx,TypeScript,Apache License 2.0,True,True,1054.0,512,390.0,176.0,17.0,"['TypeScript', 'Dockerfile', 'HCL']",,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"{""repository"": ""docker/setup-buildx-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@docker/actions-toolkit"", ""version"": ""^0.54.0"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""@types/js-yaml"", ""version"": ""^4.0.9"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.12.12"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""^10.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^7.9.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^7.9.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^9.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.5.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.1.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.2.5"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.2"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.4.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
docker-practice,actions-setup-docker,4,1.0,3,15,36,3,95,3,737,30,15,9,2,737000,0,,,,,,,118,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""docker-practice/actions-setup-docker"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.0.0"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.0.0"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 2, ""error"": null}}",2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dorny,test-reporter,134,14.0,14,15,218,15,875,30,13597,30,123,30,8,13597000,2,Displays test results from popular testing frameworks directly in GitHub,TypeScript,MIT License,False,True,887.0,494,557.0,222.0,16.0,"['TypeScript', 'C#', 'JavaScript', 'Dart']",1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,"{""repository"": ""dorny/test-reporter"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""adm-zip"", ""version"": ""^0.5.14"", ""type"": ""production""}, {""name"": ""fast-glob"", ""version"": ""^3.3.2"", ""type"": ""production""}, {""name"": ""got"", ""version"": ""^11.8.6"", ""type"": ""production""}, {""name"": ""picomatch"", ""version"": ""^4.0.2"", ""type"": ""production""}, {""name"": ""xml2js"", ""version"": ""^0.6.2"", ""type"": ""production""}, {""name"": ""@octokit/webhooks-types"", ""version"": ""^7.5.1"", ""type"": ""development""}, {""name"": ""@types/adm-zip"", ""version"": ""^0.5.5"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.14.8"", ""type"": ""development""}, {""name"": ""@types/picomatch"", ""version"": ""^2.3.3"", ""type"": ""development""}, {""name"": ""@types/xml2js"", ""version"": ""^0.4.14"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^7.14.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^7.14.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""eol-converter-cli"", ""version"": ""^1.0.8"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""eslint-import-resolver-typescript"", ""version"": ""^3.6.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.10.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.29.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.1.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""jest-junit"", ""version"": ""^16.0.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.3.2"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.5.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 31, ""error"": null}}",31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dotnet,nbgv,312,3.0,7,7,8,6,53,6,19222,30,5,30,5,19222000,1,The repo behind the dotnet/nbgv GitHub Action,TypeScript,MIT License,False,True,53.0,160,151.0,8.0,6.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""dotnet/nbgv"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.3"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""os"", ""version"": ""^0.1.2"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""^7.6.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.11.6"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.4"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.4.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 15, ""error"": null}}",15,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dromara,issues-translate-action,149,20.0,12,11,28,7,196,4,978,30,11,30,6,978000,2,The action for translating Non-English issues content to English.,TypeScript,MIT License,False,True,196.0,70,90.0,30.0,7.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""dromara/issues-translate-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.2.6"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""@octokit/webhooks"", ""version"": ""7.15.1"", ""type"": ""production""}, {""name"": ""@tomsun28/google-translate-api"", ""version"": ""1.1.2"", ""type"": ""production""}, {""name"": ""franc-min"", ""version"": ""5.0.0"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^26.0.10"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^14.10.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^3.10.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.23.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^7.8.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.1.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^23.20.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^24.9.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^26.4.2"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^3.14.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.1.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^24.3.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.0.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dynatrace-oss,dynatrace-github-action,23,1.0,18,9,7,5,32,6,902,30,22,30,7,902000,0,An action that pushes metrics and events from GitHub workflows to a Dynatrace monitoring environment,TypeScript,Apache License 2.0,True,True,32.0,287,539.0,8.0,5.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""dynatrace-oss/dynatrace-github-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/http-client"", ""version"": ""^2.2.1"", ""type"": ""production""}, {""name"": ""@types/js-yaml"", ""version"": ""^4.0.9"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""@jest/globals"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^20.12.4"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^7.5.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^7.5.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.10.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsonc"", ""version"": ""^2.15.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.1.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.2.5"", ""type"": ""development""}, {""name"": ""prettier-eslint"", ""version"": ""^16.3.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.4.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 21, ""error"": null}}",21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
editorconfig-checker,action-editorconfig-checker,32,6.0,1,6,5,9,22,7,606,30,0,30,0,606000,1,,TypeScript,MIT License,False,True,23.0,199,169.0,5.0,9.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""editorconfig-checker/action-editorconfig-checker"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.2"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""^22.13.5"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 6, ""error"": null}}",6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
einaregilsson,beanstalk-deploy,0,8.0,6,20,138,4,629,12,74,30,40,30,4,74000,2,GitHub action (and command line script) to deploy apps to Elastic Beanstalk,JavaScript,MIT License,False,True,632.0,105,116.0,139.0,4.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""einaregilsson/beanstalk-deploy"", ""dependencies"": [], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 0, ""error"": null}}",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
endorlabs,github-action,650,7.0,15,11,2,15,45,16,8474,30,1,30,1,8474000,2,A GitHub action you can use to scan with Endor Labs,TypeScript,Apache License 2.0,False,True,45.0,64,85.0,4.0,15.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""endorlabs/github-action"", ""dependencies"": [{""name"": ""@actions/artifact"", ""version"": ""^2.1.11"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""@actions/http-client"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.2"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""@octokit/webhooks-definitions"", ""version"": ""^3.67.3"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""^29.4.0"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^18.11.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^5.56.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.44.0"", ""type"": ""development""}, {""name"": ""eslint-define-config"", ""version"": ""^1.16.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^27.2.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^4.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.6.1"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.5.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.9.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 22, ""error"": null}}",22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eregon,publish-release,54,2.0,3,8,9,3,38,5,287,15,1,11,1,287000,0,A GitHub Action to publish a draft release,JavaScript,MIT License,False,True,38.0,23,15.0,9.0,3.0,"['JavaScript', 'Shell']",1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""eregon/publish-release"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.34.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 3, ""error"": null}}",3,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
errata-ai,vale-action,97,2.0,4,16,52,8,204,20,46066,30,18,30,1,46066000,0,":octocat: The official GitHub Action for Vale -- install, manage, and run Vale with ease.",TypeScript,MIT License,False,True,210.0,203,145.0,53.0,8.0,['TypeScript'],,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""errata-ai/vale-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.9.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^3.0.0"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^1.7.2"", ""type"": ""production""}, {""name"": ""@types/node-fetch"", ""version"": ""^2.6.6"", ""type"": ""production""}, {""name"": ""@types/tmp"", ""version"": ""^0.1.0"", ""type"": ""production""}, {""name"": ""execa"", ""version"": ""^3.2.0"", ""type"": ""production""}, {""name"": ""node-fetch"", ""version"": ""^2.6.1"", ""type"": ""production""}, {""name"": ""tmp"", ""version"": ""^0.1.0"", ""type"": ""production""}, {""name"": ""@types/node"", ""version"": ""^14.0.13"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^1.17.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.2.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 13, ""error"": null}}",13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
exercism,pr-commenter-action,35,1.0,3,8,16,4,39,9,289,30,5,30,2,289000,0,The PR Commenter GitHub action posts comments on a PR that can vary depending on which files are being changed in the PR.,JavaScript,MIT License,False,False,39.0,132,69.0,16.0,4.0,['JavaScript'],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""exercism/pr-commenter-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""minimatch"", ""version"": ""^9.0.3"", ""type"": ""production""}, {""name"": ""mustache"", ""version"": ""^4.2.0"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.49.0 "", ""type"": ""development""}, {""name"": ""eslint-config-airbnb-base"", ""version"": ""^15.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.28.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 10, ""error"": null}}",10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expo,expo-github-action,14,37.0,30,30,80,7,833,30,30076,30,43,30,6,30076000,2,Expo GitHub Action makes it easy to automate EAS builds or updates,TypeScript,MIT License,False,True,843.0,299,335.0,84.0,7.0,"['TypeScript', 'JavaScript']",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""expo/expo-github-action"", ""dependencies"": [{""name"": ""@actions/cache"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.1.2"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.2"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""^7.7.1"", ""type"": ""production""}, {""name"": ""uuid"", ""version"": ""^11.0.5"", ""type"": ""production""}, {""name"": ""@expo/config"", ""version"": ""^10.0.9"", ""type"": ""development""}, {""name"": ""@expo/fingerprint"", ""version"": ""^0.11.9"", ""type"": ""development""}, {""name"": ""@expo/spawn-async"", ""version"": ""^1.7.2"", ""type"": ""development""}, {""name"": ""@semantic-release/changelog"", ""version"": ""^6.0.2"", ""type"": ""development""}, {""name"": ""@semantic-release/exec"", ""version"": ""^7.0.3"", ""type"": ""development""}, {""name"": ""@semantic-release/git"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""@tsconfig/node20"", ""version"": ""^20.1.4"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.14"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.4"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""^10.0.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""conventional-changelog-conventionalcommits"", ""version"": ""^8.0.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.1"", ""type"": ""development""}, {""name"": ""eslint-config-universe"", ""version"": ""^14.0.0"", ""type"": ""development""}, {""name"": ""getenv"", ""version"": ""^1.0.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.3.1"", ""type"": ""development""}, {""name"": ""jest-snapshot-prettier"", ""version"": ""npm:prettier@^2.8.8"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.5.1"", ""type"": ""development""}, {""name"": ""semantic-release"", ""version"": ""^24.2.2"", ""type"": ""development""}, {""name"": ""sqlite3"", ""version"": ""^5.1.6"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 31, ""error"": null}}",31,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fabasoad,twilio-voice-call-action,351,2.0,1,29,2,2,16,6,18089,30,0,30,0,18089000,0,GitHub action that sends Twilio voice call.,TypeScript,MIT License,False,True,16.0,172,127.0,2.0,2.0,"['TypeScript', 'Makefile']",,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"{""repository"": ""fabasoad/twilio-voice-call-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.11.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""6.0.0"", ""type"": ""production""}, {""name"": ""twilio"", ""version"": ""5.4.5"", ""type"": ""production""}, {""name"": ""@biomejs/biome"", ""version"": ""1.9.4"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""29.5.14"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.2.6"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 10, ""error"": null}}",10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
